data,id_residencia,bairro,consumo_kwh
2024-04-18,1013,Zona Norte,25.74
2024-04-19,1013,Zona Norte,28.15
2024-04-20,1013,Zona Norte,22.55
2024-04-21,1013,Zona Norte,30.01
2024-04-22,1013,Zona Norte,30.94
2024-04-23,1013,Zona Norte,27.74
2024-04-24,1013,Zona Norte,29.17
2024-04-25,1013,Zona Norte,32.88
2024-04-26,1013,Zona Norte,30.92
2024-04-27,1013,Zona Norte,20.9
2024-04-28,1013,Zona Norte,30.68
2024-04-29,1013,Zona Norte,19.37
2024-04-30,1013,Zona Norte,24.62
2024-05-01,1013,Zona Norte,23.29
2024-05-02,1013,Zona Norte,28.61
2024-05-03,1013,Zona Norte,22.21
2024-05-04,1013,Zona Norte,27.62
2024-05-05,1013,Zona Norte,15.94
2024-05-06,1013,Zona Norte,22.41
2024-05-07,1013,Zona Norte,22.74
2024-05-08,1013,Zona Norte,25.96
2024-05-09,1013,Zona Norte,27.42
2024-05-10,1013,Zona Norte,38.54
2024-05-11,1013,Zona Norte,36.44
2024-05-12,1013,Zona Norte,21.97
2024-05-13,1013,Zona Norte,29.91
2024-05-14,1013,Zona Norte,30.52
2024-05-15,1013,Zona Norte,22.74
2024-05-16,1013,Zona Norte,19.5
2024-05-17,1013,Zona Norte,22.94
2024-05-18,1013,Zona Norte,26.33
2024-05-19,1013,Zona Norte,23.0
2024-05-20,1013,Zona Norte,27.01
2024-05-21,1013,Zona Norte,17.42
2024-05-22,1013,Zona Norte,19.34
2024-05-23,1013,Zona Norte,24.46
2024-05-24,1013,Zona Norte,24.99
2024-05-25,1013,Zona Norte,24.75
2024-05-26,1013,Zona Norte,25.9
2024-05-27,1013,Zona Norte,25.38
2024-05-28,1013,Zona Norte,25.91
2024-05-29,1013,Zona Norte,21.64
2024-05-30,1013,Zona Norte,29.98
2024-05-31,1013,Zona Norte,23.18
2024-06-01,1013,Zona Norte,25.82
2024-06-02,1013,Zona Norte,34.89
2024-06-03,1013,Zona Norte,28.59
2024-06-04,1013,Zona Norte,17.58
2024-06-05,1013,Zona Norte,28.06
2024-06-06,1013,Zona Norte,14.6
2024-06-07,1013,Zona Norte,28.9
2024-06-08,1013,Zona Norte,26.08
2024-06-09,1013,Zona Norte,25.81
2024-06-10,1013,Zona Norte,19.34
2024-06-11,1013,Zona Norte,26.36
2024-06-12,1013,Zona Norte,21.1
2024-06-13,1013,Zona Norte,22.39
2024-06-14,1013,Zona Norte,22.85
2024-06-15,1013,Zona Norte,22.45
2024-06-16,1013,Zona Norte,16.95
2024-06-17,1013,Zona Norte,25.77
2024-06-18,1013,Zona Norte,28.42
2024-06-19,1013,Zona Norte,29.3
2024-06-20,1013,Zona Norte,21.37
2024-06-21,1013,Zona Norte,22.01
2024-06-22,1013,Zona Norte,30.64
2024-06-23,1013,Zona Norte,21.75
2024-06-24,1013,Zona Norte,30.54
2024-06-25,1013,Zona Norte,29.4
2024-06-26,1013,Zona Norte,30.24
2024-06-27,1013,Zona Norte,31.7
2024-06-28,1013,Zona Norte,14.34
2024-01-01,1014,Zona Sul,28.42
2024-01-02,1014,Zona Sul,25.82
2024-01-03,1014,Zona Sul,24.85
2024-01-04,1014,Zona Sul,28.14
2024-01-05,1014,Zona Sul,27.41
2024-01-06,1014,Zona Sul,27.68
2024-01-07,1014,Zona Sul,19.87
2024-01-08,1014,Zona Sul,25.19
2024-01-09,1014,Zona Sul,25.88
2024-01-10,1014,Zona Sul,16.82
2024-01-11,1014,Zona Sul,25.61
2024-01-12,1014,Zona Sul,17.42
2024-01-13,1014,Zona Sul,23.9
2024-01-14,1014,Zona Sul,22.88
2024-01-15,1014,Zona Sul,28.08
2024-01-16,1014,Zona Sul,28.68
2024-01-17,1014,Zona Sul,31.31
2024-01-18,1014,Zona Sul,22.88
2024-01-19,1014,Zona Sul,30.77
2024-01-20,1014,Zona Sul,24.54
2024-01-21,1014,Zona Sul,20.68
2024-01-22,1014,Zona Sul,20.34
2024-01-23,1014,Zona Sul,33.56
2024-01-24,1014,Zona Sul,33.91
2024-01-25,1014,Zona Sul,14.0
2024-01-26,1014,Zona Sul,21.24
2024-01-27,1014,Zona Sul,17.8
2024-01-28,1014,Zona Sul,25.81
2024-01-29,1014,Zona Sul,33.39
2024-01-30,1014,Zona Sul,23.25
2024-01-31,1014,Zona Sul,31.38
2024-02-01,1014,Zona Sul,34.52
2024-02-02,1014,Zona Sul,19.56
2024-02-03,1014,Zona Sul,32.31
2024-02-04,1014,Zona Sul,25.41
2024-02-05,1014,Zona Sul,27.36
2024-02-06,1014,Zona Sul,21.71
2024-02-07,1014,Zona Sul,16.53
2024-02-08,1014,Zona Sul,29.69
2024-02-09,1014,Zona Sul,20.5
2024-02-10,1014,Zona Sul,34.54
2024-02-11,1014,Zona Sul,23.92
2024-02-12,1014,Zona Sul,30.68
2024-02-13,1014,Zona Sul,30.26
2024-02-14,1014,Zona Sul,30.15
2024-02-15,1014,Zona Sul,20.35
2024-02-16,1014,Zona Sul,24.03
2024-02-17,1014,Zona Sul,33.47
2024-02-18,1014,Zona Sul,21.03
2024-02-19,1014,Zona Sul,29.34
2024-02-20,1014,Zona Sul,29.04
2024-02-21,1014,Zona Sul,25.48
2024-02-22,1014,Zona Sul,32.06
2024-02-23,1014,Zona Sul,28.31
2024-02-24,1014,Zona Sul,24.28
2024-02-25,1014,Zona Sul,33.7
2024-02-26,1014,Zona Sul,27.92
2024-02-27,1014,Zona Sul,21.16
2024-02-28,1014,Zona Sul,22.7
2024-02-29,1014,Zona Sul,34.3
2024-03-01,1014,Zona Sul,18.39
2024-03-02,1014,Zona Sul,30.16
2024-03-03,1014,Zona Sul,27.48
2024-03-04,1014,Zona Sul,28.94
2024-03-05,1014,Zona Sul,23.3
2024-03-06,1014,Zona Sul,21.69
2024-03-07,1014,Zona Sul,22.35
2024-03-08,1014,Zona Sul,21.64
2024-03-09,1014,Zona Sul,27.53
2024-03-10,1014,Zona Sul,15.55
2024-03-11,1014,Zona Sul,25.03
2024-03-12,1014,Zona Sul,30.93
2024-03-13,1014,Zona Sul,22.96
2024-03-14,1014,Zona Sul,25.85
2024-03-15,1014,Zona Sul,30.19
2024-03-16,1014,Zona Sul,24.6
2024-03-17,1014,Zona Sul,34.24
2024-03-18,1014,Zona Sul,26.18
2024-03-19,1014,Zona Sul,22.46
2024-03-20,1014,Zona Sul,32.0
2024-03-21,1014,Zona Sul,38.24
2024-03-22,1014,Zona Sul,19.05
2024-03-23,1014,Zona Sul,28.94
2024-03-24,1014,Zona Sul,16.1
2024-03-25,1014,Zona Sul,20.95
2024-03-26,1014,Zona Sul,20.86
2024-03-27,1014,Zona Sul,25.74
2024-03-28,1014,Zona Sul,31.58
2024-03-29,1014,Zona Sul,27.82
2024-03-30,1014,Zona Sul,20.75
2024-03-31,1014,Zona Sul,24.67
2024-04-01,1014,Zona Sul,18.49
2024-04-02,1014,Zona Sul,25.73
2024-04-03,1014,Zona Sul,28.97
2024-04-04,1014,Zona Sul,25.78
2024-04-05,1014,Zona Sul,19.92
2024-04-06,1014,Zona Sul,17.66
2024-04-07,1014,Zona Sul,28.38
2024-04-08,1014,Zona Sul,21.58
2024-04-09,1014,Zona Sul,29.01
2024-04-10,1014,Zona Sul,23.03
2024-04-11,1014,Zona Sul,18.58
2024-04-12,1014,Zona Sul,27.35
2024-04-13,1014,Zona Sul,25.93
2024-04-14,1014,Zona Sul,26.65
2024-04-15,1014,Zona Sul,25.91
2024-04-16,1014,Zona Sul,27.11
2024-04-17,1014,Zona Sul,37.39
2024-04-18,1014,Zona Sul,28.52
2024-04-19,1014,Zona Sul,23.01
2024-04-20,1014,Zona Sul,26.75
2024-04-21,1014,Zona Sul,26.67
2024-04-22,1014,Zona Sul,21.49
2024-04-23,1014,Zona Sul,28.64
2024-04-24,1014,Zona Sul,17.96
2024-04-25,1014,Zona Sul,30.28
2024-04-26,1014,Zona Sul,22.15
2024-04-27,1014,Zona Sul,18.28
2024-04-28,1014,Zona Sul,24.18
2024-04-29,1014,Zona Sul,26.98
2024-04-30,1014,Zona Sul,24.13
2024-05-01,1014,Zona Sul,30.85
2024-05-02,1014,Zona Sul,32.0
2024-05-03,1014,Zona Sul,33.06
2024-05-04,1014,Zona Sul,24.49
2024-05-05,1014,Zona Sul,31.4
2024-05-06,1014,Zona Sul,24.54
2024-05-07,1014,Zona Sul,30.68
2024-05-08,1014,Zona Sul,28.33
2024-05-09,1014,Zona Sul,32.3
2024-05-10,1014,Zona Sul,31.31
2024-05-11,1014,Zona Sul,20.53
2024-05-12,1014,Zona Sul,25.75
2024-05-13,1014,Zona Sul,21.86
2024-05-14,1014,Zona Sul,30.9
2024-05-15,1014,Zona Sul,18.07
2024-05-16,1014,Zona Sul,26.04
2024-05-17,1014,Zona Sul,26.69
2024-05-18,1014,Zona Sul,17.96
2024-05-19,1014,Zona Sul,29.88
2024-05-20,1014,Zona Sul,30.81
2024-05-21,1014,Zona Sul,24.17
2024-05-22,1014,Zona Sul,26.6
2024-05-23,1014,Zona Sul,31.62
2024-05-24,1014,Zona Sul,16.94
2024-05-25,1014,Zona Sul,24.56
2024-05-26,1014,Zona Sul,33.18
2024-05-27,1014,Zona Sul,22.35
2024-05-28,1014,Zona Sul,21.45
2024-05-29,1014,Zona Sul,23.36
2024-05-30,1014,Zona Sul,20.56
2024-05-31,1014,Zona Sul,27.4
2024-06-01,1014,Zona Sul,28.8
2024-06-02,1014,Zona Sul,26.77
2024-06-03,1014,Zona Sul,24.57
2024-06-04,1014,Zona Sul,24.05
2024-06-05,1014,Zona Sul,29.09
2024-06-06,1014,Zona Sul,17.27
2024-06-07,1014,Zona Sul,29.08
2024-06-08,1014,Zona Sul,34.02
2024-06-09,1014,Zona Sul,23.26
2024-06-10,1014,Zona Sul,34.24
2024-06-11,1014,Zona Sul,23.13
2024-06-12,1014,Zona Sul,21.95
2024-06-13,1014,Zona Sul,23.68
2024-06-14,1014,Zona Sul,29.97
2024-06-15,1014,Zona Sul,26.44
2024-06-16,1014,Zona Sul,19.36
2024-06-17,1014,Zona Sul,30.55
2024-06-18,1014,Zona Sul,26.79
2024-06-19,1014,Zona Sul,18.3
2024-06-20,1014,Zona Sul,22.29
2024-06-21,1014,Zona Sul,12.01
2024-06-22,1014,Zona Sul,23.29
2024-06-23,1014,Zona Sul,21.55
2024-06-24,1014,Zona Sul,26.77
2024-06-25,1014,Zona Sul,25.8
2024-06-26,1014,Zona Sul,27.62
2024-06-27,1014,Zona Sul,25.48
2024-06-28,1014,Zona Sul,22.29
2024-01-01,1015,Zona Oeste,21.19
2024-01-02,1015,Zona Oeste,23.54
2024-01-03,1015,Zona Oeste,26.09
2024-01-04,1015,Zona Oeste,18.65
2024-01-05,1015,Zona Oeste,27.69
2024-01-06,1015,Zona Oeste,33.72
2024-01-07,1015,Zona Oeste,27.07
2024-01-08,1015,Zona Oeste,15.81
2024-01-09,1015,Zona Oeste,26.45
2024-01-10,1015,Zona Oeste,35.19
2024-01-11,1015,Zona Oeste,18.52
2024-01-12,1015,Zona Oeste,18.99
2024-01-13,1015,Zona Oeste,25.85
2024-01-14,1015,Zona Oeste,22.83
2024-01-15,1015,Zona Oeste,38.33
2024-01-16,1015,Zona Oeste,22.06
2024-01-17,1015,Zona Oeste,22.66
2024-01-18,1015,Zona Oeste,24.48
2024-01-19,1015,Zona Oeste,23.32
2024-01-20,1015,Zona Oeste,23.0
2024-01-21,1015,Zona Oeste,23.37
2024-01-22,1015,Zona Oeste,22.07
2024-01-23,1015,Zona Oeste,21.76
2024-01-24,1015,Zona Oeste,20.63
2024-01-25,1015,Zona Oeste,23.33
2024-01-26,1015,Zona Oeste,14.79
2024-01-27,1015,Zona Oeste,22.04
2024-01-28,1015,Zona Oeste,29.11
2024-01-29,1015,Zona Oeste,28.26
2024-01-30,1015,Zona Oeste,24.44
2024-01-31,1015,Zona Oeste,27.49
2024-02-01,1015,Zona Oeste,26.91
2024-02-02,1015,Zona Oeste,30.25
2024-02-03,1015,Zona Oeste,18.62
2024-02-04,1015,Zona Oeste,26.97
2024-02-05,1015,Zona Oeste,31.73
2024-02-06,1015,Zona Oeste,29.27
2024-02-07,1015,Zona Oeste,26.17
2024-02-08,1015,Zona Oeste,26.05
2024-02-09,1015,Zona Oeste,30.03
2024-02-10,1015,Zona Oeste,33.59
2024-02-11,1015,Zona Oeste,26.92
2024-02-12,1015,Zona Oeste,24.55
2024-02-13,1015,Zona Oeste,22.91
2024-02-14,1015,Zona Oeste,22.18
2024-02-15,1015,Zona Oeste,28.04
2024-02-16,1015,Zona Oeste,16.79
2024-02-17,1015,Zona Oeste,30.13
2024-02-18,1015,Zona Oeste,27.5
2024-02-19,1015,Zona Oeste,24.17
2024-02-20,1015,Zona Oeste,25.66
2024-02-21,1015,Zona Oeste,28.21
2024-02-22,1015,Zona Oeste,26.22
2024-02-23,1015,Zona Oeste,28.89
2024-02-24,1015,Zona Oeste,22.27
2024-02-25,1015,Zona Oeste,24.4
2024-02-26,1015,Zona Oeste,26.38
2024-02-27,1015,Zona Oeste,26.21
2024-02-28,1015,Zona Oeste,22.45
2024-02-29,1015,Zona Oeste,24.99
2024-03-01,1015,Zona Oeste,16.03
2024-03-02,1015,Zona Oeste,31.98
2024-03-03,1015,Zona Oeste,23.42
2024-03-04,1015,Zona Oeste,12.15
2024-03-05,1015,Zona Oeste,23.42
2024-03-06,1015,Zona Oeste,17.62
2024-03-07,1015,Zona Oeste,17.44
2024-03-08,1015,Zona Oeste,25.94
2024-03-09,1015,Zona Oeste,22.2
2024-03-10,1015,Zona Oeste,28.95
2024-03-11,1015,Zona Oeste,29.4
2024-03-12,1015,Zona Oeste,23.35
2024-03-13,1015,Zona Oeste,31.21
2024-03-14,1015,Zona Oeste,19.39
2024-03-15,1015,Zona Oeste,23.09
2024-03-16,1015,Zona Oeste,23.69
2024-03-17,1015,Zona Oeste,21.19
2024-03-18,1015,Zona Oeste,14.58
2024-03-19,1015,Zona Oeste,20.83
2024-03-20,1015,Zona Oeste,28.36
2024-03-21,1015,Zona Oeste,24.18
2024-03-22,1015,Zona Oeste,38.77
2024-03-23,1015,Zona Oeste,27.41
2024-03-24,1015,Zona Oeste,23.69
2024-03-25,1015,Zona Oeste,26.76
2024-03-26,1015,Zona Oeste,29.05
2024-03-27,1015,Zona Oeste,25.27
2024-03-28,1015,Zona Oeste,22.9
2024-03-29,1015,Zona Oeste,18.58
2024-03-30,1015,Zona Oeste,29.15
2024-03-31,1015,Zona Oeste,28.43
2024-04-01,1015,Zona Oeste,20.3
2024-04-02,1015,Zona Oeste,22.97
2024-04-03,1015,Zona Oeste,14.19
2024-04-04,1015,Zona Oeste,22.53
2024-04-05,1015,Zona Oeste,17.28
2024-04-06,1015,Zona Oeste,24.85
2024-04-07,1015,Zona Oeste,21.59
2024-04-08,1015,Zona Oeste,16.93
2024-04-09,1015,Zona Oeste,35.22
2024-04-10,1015,Zona Oeste,27.83
2024-04-11,1015,Zona Oeste,20.78
2024-04-12,1015,Zona Oeste,30.57
2024-04-13,1015,Zona Oeste,30.12
2024-04-14,1015,Zona Oeste,26.66
2024-04-15,1015,Zona Oeste,25.91
2024-04-16,1015,Zona Oeste,20.67
2024-04-17,1015,Zona Oeste,21.72
2024-04-18,1015,Zona Oeste,29.19
2024-04-19,1015,Zona Oeste,20.85
2024-04-20,1015,Zona Oeste,23.43
2024-04-21,1015,Zona Oeste,16.53
2024-04-22,1015,Zona Oeste,27.93
2024-04-23,1015,Zona Oeste,26.87
2024-04-24,1015,Zona Oeste,30.93
2024-04-25,1015,Zona Oeste,21.86
2024-04-26,1015,Zona Oeste,16.01
2024-04-27,1015,Zona Oeste,16.09
2024-04-28,1015,Zona Oeste,34.84
2024-04-29,1015,Zona Oeste,31.53
2024-04-30,1015,Zona Oeste,24.56
2024-05-01,1015,Zona Oeste,22.55
2024-05-02,1015,Zona Oeste,33.12
2024-05-03,1015,Zona Oeste,28.64
2024-05-04,1015,Zona Oeste,34.44
2024-05-05,1015,Zona Oeste,23.26
2024-05-06,1015,Zona Oeste,34.12
2024-05-07,1015,Zona Oeste,29.25
2024-05-08,1015,Zona Oeste,27.04
2024-05-09,1015,Zona Oeste,14.93
2024-05-10,1015,Zona Oeste,28.11
2024-05-11,1015,Zona Oeste,25.49
2024-05-12,1015,Zona Oeste,26.01
2024-05-13,1015,Zona Oeste,32.94
2024-05-14,1015,Zona Oeste,19.45
2024-05-15,1015,Zona Oeste,33.88
2024-05-16,1015,Zona Oeste,28.99
2024-05-17,1015,Zona Oeste,13.95
2024-05-18,1015,Zona Oeste,25.27
2024-05-19,1015,Zona Oeste,27.28
2024-05-20,1015,Zona Oeste,21.67
2024-05-21,1015,Zona Oeste,28.65
2024-05-22,1015,Zona Oeste,33.01
2024-05-23,1015,Zona Oeste,28.73
2024-05-24,1015,Zona Oeste,21.92
2024-05-25,1015,Zona Oeste,38.53
2024-05-26,1015,Zona Oeste,18.83
2024-05-27,1015,Zona Oeste,24.46
2024-05-28,1015,Zona Oeste,21.37
2024-05-29,1015,Zona Oeste,23.53
2024-05-30,1015,Zona Oeste,33.23
2024-05-31,1015,Zona Oeste,35.7
2024-06-01,1015,Zona Oeste,26.22
2024-06-02,1015,Zona Oeste,20.87
2024-06-03,1015,Zona Oeste,22.4
2024-06-04,1015,Zona Oeste,25.14
2024-06-05,1015,Zona Oeste,30.15
2024-06-06,1015,Zona Oeste,23.27
2024-06-07,1015,Zona Oeste,20.09
2024-06-08,1015,Zona Oeste,16.16
2024-06-09,1015,Zona Oeste,32.48
2024-06-10,1015,Zona Oeste,26.55
2024-06-11,1015,Zona Oeste,16.45
2024-06-12,1015,Zona Oeste,29.83
2024-06-13,1015,Zona Oeste,28.19
2024-06-14,1015,Zona Oeste,33.79
2024-06-15,1015,Zona Oeste,17.85
2024-06-16,1015,Zona Oeste,17.3
2024-06-17,1015,Zona Oeste,16.93
2024-06-18,1015,Zona Oeste,26.03
2024-06-19,1015,Zona Oeste,23.19
2024-06-20,1015,Zona Oeste,22.49
2024-06-21,1015,Zona Oeste,28.54
2024-06-22,1015,Zona Oeste,22.96
2024-06-23,1015,Zona Oeste,25.81
2024-06-24,1015,Zona Oeste,25.73
2024-06-25,1015,Zona Oeste,28.24
2024-06-26,1015,Zona Oeste,22.4
2024-06-27,1015,Zona Oeste,23.49
2024-06-28,1015,Zona Oeste,30.51
2024-01-01,1016,Zona Norte,21.59
2024-01-02,1016,Zona Norte,20.94
2024-01-03,1016,Zona Norte,26.53
2024-01-04,1016,Zona Norte,28.44
2024-01-05,1016,Zona Norte,24.51
2024-01-06,1016,Zona Norte,29.94
2024-01-07,1016,Zona Norte,22.18
2024-01-08,1016,Zona Norte,29.22
2024-01-09,1016,Zona Norte,31.57
2024-01-10,1016,Zona Norte,18.89
2024-01-11,1016,Zona Norte,22.8
2024-01-12,1016,Zona Norte,25.84
2024-01-13,1016,Zona Norte,27.59
2024-01-14,1016,Zona Norte,25.24
2024-01-15,1016,Zona Norte,25.83
2024-01-16,1016,Zona Norte,26.71
2024-01-17,1016,Zona Norte,29.68
2024-01-18,1016,Zona Norte,24.55
2024-01-19,1016,Zona Norte,25.57
2024-01-20,1016,Zona Norte,31.18
2024-01-21,1016,Zona Norte,35.72
2024-01-22,1016,Zona Norte,27.83
2024-01-23,1016,Zona Norte,39.17
2024-01-24,1016,Zona Norte,23.51
2024-01-25,1016,Zona Norte,21.88
2024-01-26,1016,Zona Norte,22.3
2024-01-27,1016,Zona Norte,23.54
2024-01-28,1016,Zona Norte,26.46
2024-01-29,1016,Zona Norte,22.96
2024-01-30,1016,Zona Norte,32.42
2024-01-31,1016,Zona Norte,29.22
2024-02-01,1016,Zona Norte,26.34
2024-02-02,1016,Zona Norte,23.14
2024-02-03,1016,Zona Norte,28.47
2024-02-04,1016,Zona Norte,19.87
2024-02-05,1016,Zona Norte,27.43
2024-02-06,1016,Zona Norte,26.5
2024-02-07,1016,Zona Norte,15.33
2024-02-08,1016,Zona Norte,25.51
2024-02-09,1016,Zona Norte,22.95
2024-02-10,1016,Zona Norte,27.01
2024-02-11,1016,Zona Norte,30.75
2024-02-12,1016,Zona Norte,29.64
2024-02-13,1016,Zona Norte,30.83
2024-02-14,1016,Zona Norte,21.08
2024-02-15,1016,Zona Norte,18.17
2024-02-16,1016,Zona Norte,27.86
2024-02-17,1016,Zona Norte,19.31
2024-02-18,1016,Zona Norte,24.72
2024-02-19,1016,Zona Norte,21.55
2024-02-20,1016,Zona Norte,26.22
2024-02-21,1016,Zona Norte,14.55
2024-02-22,1016,Zona Norte,19.09
2024-02-23,1016,Zona Norte,22.49
2024-02-24,1016,Zona Norte,22.69
2024-02-25,1016,Zona Norte,25.93
2024-02-26,1016,Zona Norte,18.4
2024-02-27,1016,Zona Norte,20.62
2024-02-28,1016,Zona Norte,20.9
2024-02-29,1016,Zona Norte,31.92
2024-03-01,1016,Zona Norte,27.69
2024-03-02,1016,Zona Norte,17.78
2024-03-03,1016,Zona Norte,28.69
2024-03-04,1016,Zona Norte,19.17
2024-03-05,1016,Zona Norte,24.84
2024-03-06,1016,Zona Norte,26.81
2024-03-07,1016,Zona Norte,25.02
2024-03-08,1016,Zona Norte,26.72
2024-03-09,1016,Zona Norte,18.45
2024-03-10,1016,Zona Norte,18.43
2024-03-11,1016,Zona Norte,20.2
2024-03-12,1016,Zona Norte,24.45
2024-03-13,1016,Zona Norte,26.58
2024-03-14,1016,Zona Norte,28.22
2024-03-15,1016,Zona Norte,22.3
2024-03-16,1016,Zona Norte,29.45
2024-03-17,1016,Zona Norte,22.43
2024-03-18,1016,Zona Norte,22.02
2024-03-19,1016,Zona Norte,18.88
2024-03-20,1016,Zona Norte,26.73
2024-03-21,1016,Zona Norte,27.89
2024-03-22,1016,Zona Norte,19.01
2024-03-23,1016,Zona Norte,23.53
2024-03-24,1016,Zona Norte,20.97
2024-03-25,1016,Zona Norte,32.42
2024-03-26,1016,Zona Norte,23.3
2024-03-27,1016,Zona Norte,21.79
2024-03-28,1016,Zona Norte,20.65
2024-03-29,1016,Zona Norte,24.37
2024-03-30,1016,Zona Norte,27.16
2024-03-31,1016,Zona Norte,33.0
2024-04-01,1016,Zona Norte,34.78
2024-04-02,1016,Zona Norte,15.71
2024-04-03,1016,Zona Norte,23.79
2024-04-04,1016,Zona Norte,24.34
2024-04-05,1016,Zona Norte,29.61
2024-04-06,1016,Zona Norte,24.84
2024-04-07,1016,Zona Norte,33.9
2024-04-08,1016,Zona Norte,21.73
2024-04-09,1016,Zona Norte,23.85
2024-04-10,1016,Zona Norte,27.77
2024-04-11,1016,Zona Norte,22.42
2024-04-12,1016,Zona Norte,23.91
2024-04-13,1016,Zona Norte,26.61
2024-04-14,1016,Zona Norte,22.55
2024-04-15,1016,Zona Norte,23.26
2024-04-16,1016,Zona Norte,27.33
2024-04-17,1016,Zona Norte,33.24
2024-04-18,1016,Zona Norte,21.06
2024-04-19,1016,Zona Norte,30.76
2024-04-20,1016,Zona Norte,21.7
2024-04-21,1016,Zona Norte,20.91
2024-04-22,1016,Zona Norte,15.2
2024-04-23,1016,Zona Norte,22.17
2024-04-24,1016,Zona Norte,30.39
2024-04-25,1016,Zona Norte,29.34
2024-04-26,1016,Zona Norte,25.44
2024-04-27,1016,Zona Norte,17.84
2024-04-28,1016,Zona Norte,14.91
2024-04-29,1016,Zona Norte,28.12
2024-04-30,1016,Zona Norte,24.6
2024-05-01,1016,Zona Norte,23.22
2024-05-02,1016,Zona Norte,30.53
2024-05-03,1016,Zona Norte,19.77
2024-05-04,1016,Zona Norte,24.42
2024-05-05,1016,Zona Norte,24.44
2024-05-06,1016,Zona Norte,26.28
2024-05-07,1016,Zona Norte,34.22
2024-05-08,1016,Zona Norte,24.61
2024-05-09,1016,Zona Norte,33.25
2024-05-10,1016,Zona Norte,20.64
2024-05-11,1016,Zona Norte,17.58
2024-05-12,1016,Zona Norte,18.99
2024-05-13,1016,Zona Norte,
2024-05-14,1016,Zona Norte,31.92
2024-05-15,1016,Zona Norte,24.69
2024-05-16,1016,Zona Norte,16.84
2024-05-17,1016,Zona Norte,17.69
2024-05-18,1016,Zona Norte,32.59
2024-05-19,1016,Zona Norte,21.81
2024-05-20,1016,Zona Norte,28.99
2024-05-21,1016,Zona Norte,27.53
2024-05-22,1016,Zona Norte,26.7
2024-05-23,1016,Zona Norte,17.01
2024-05-24,1016,Zona Norte,27.25
2024-05-25,1016,Zona Norte,27.37
2024-05-26,1016,Zona Norte,18.83
2024-05-27,1016,Zona Norte,25.62
2024-05-28,1016,Zona Norte,20.47
2024-05-29,1016,Zona Norte,21.63
2024-05-30,1016,Zona Norte,16.87
2024-05-31,1016,Zona Norte,28.94
2024-06-01,1016,Zona Norte,26.85
2024-06-02,1016,Zona Norte,22.1
2024-06-03,1016,Zona Norte,27.06
2024-06-04,1016,Zona Norte,16.55
2024-06-05,1016,Zona Norte,22.58
2024-06-06,1016,Zona Norte,37.44
2024-06-07,1016,Zona Norte,28.62
2024-06-08,1016,Zona Norte,28.27
2024-06-09,1016,Zona Norte,21.47
2024-06-10,1016,Zona Norte,25.97
2024-06-11,1016,Zona Norte,23.82
2024-06-12,1016,Zona Norte,17.25
2024-06-13,1016,Zona Norte,26.86
2024-06-14,1016,Zona Norte,17.05
2024-06-15,1016,Zona Norte,18.6
2024-06-16,1016,Zona Norte,24.62
2024-06-17,1016,Zona Norte,26.04
2024-06-18,1016,Zona Norte,25.14
2024-06-19,1016,Zona Norte,31.53
2024-06-20,1016,Zona Norte,20.85
2024-06-21,1016,Zona Norte,21.92
2024-06-22,1016,Zona Norte,20.8
2024-06-23,1016,Zona Norte,22.53
2024-06-24,1016,Zona Norte,29.76
2024-06-25,1016,Zona Norte,26.58
2024-06-26,1016,Zona Norte,21.97
2024-06-27,1016,Zona Norte,23.28
2024-06-28,1016,Zona Norte,30.0
2024-01-01,1017,Centro,23.58
2024-01-02,1017,Centro,23.73
2024-01-03,1017,Centro,27.92
2024-01-04,1017,Centro,24.87
2024-01-05,1017,Centro,19.4
2024-01-06,1017,Centro,22.16
2024-01-07,1017,Centro,24.74
2024-01-08,1017,Centro,32.65
2024-01-09,1017,Centro,14.77
2024-01-10,1017,Centro,31.72
2024-01-11,1017,Centro,29.66
2024-01-12,1017,Centro,26.82
2024-01-13,1017,Centro,32.45
2024-01-14,1017,Centro,23.63
2024-01-15,1017,Centro,28.02
2024-01-16,1017,Centro,26.87
2024-01-17,1017,Centro,25.27
2024-01-18,1017,Centro,24.22
2024-01-19,1017,Centro,22.53
2024-01-20,1017,Centro,28.82
2024-01-21,1017,Centro,24.02
2024-01-22,1017,Centro,25.45
2024-01-23,1017,Centro,28.33
2024-01-24,1017,Centro,26.42
2024-01-25,1017,Centro,24.71
2024-01-26,1017,Centro,22.15
2024-01-27,1017,Centro,28.45
2024-01-28,1017,Centro,21.73
2024-01-29,1017,Centro,19.56
2024-01-30,1017,Centro,21.2
2024-01-31,1017,Centro,23.16
2024-02-01,1017,Centro,17.28
2024-02-02,1017,Centro,23.93
2024-02-03,1017,Centro,26.29
2024-02-04,1017,Centro,25.04
2024-02-05,1017,Centro,29.78
2024-02-06,1017,Centro,31.67
2024-02-07,1017,Centro,26.37
2024-02-08,1017,Centro,26.14
2024-02-09,1017,Centro,24.85
2024-02-10,1017,Centro,24.06
2024-02-11,1017,Centro,26.4
2024-02-12,1017,Centro,25.47
2024-02-13,1017,Centro,19.73
2024-02-14,1017,Centro,22.64
2024-02-15,1017,Centro,31.69
2024-02-16,1017,Centro,26.89
2024-02-17,1017,Centro,22.48
2024-02-18,1017,Centro,17.95
2024-02-19,1017,Centro,28.77
2024-02-20,1017,Centro,24.25
2024-02-21,1017,Centro,26.06
