id_app,nome_app,categoria,plataforma,avaliacao,downloads_mil,preco_usd,receita_usd,sucesso_alto
431,App_431,Saúde,iOS,3.0,478,2.99,1429220.0,1
432,App_432,Saúde,Android,,4512,0.99,4466880.0,1
433,App_433,Jogos,Android,3.2,4875,4.99,24326250.0,1
434,App_434,Entretenimento,iOS,3.5,3498,0.0,0.0,0
435,App_435,Finanças,iOS,2.9,3899,0.0,0.0,0
436,App_436,Saúde,Android,4.3,2203,0.0,0.0,0
437,App_437,Finanças,Android,3.7,1876,0.0,0.0,0
438,App_438,Entretenimento,Android,,3805,0.0,0.0,0
439,App_439,Entretenimento,Android,3.4,675,0.0,0.0,0
440,App_440,Educação,Android,3.9,1736,2.99,5190640.0,1
441,App_441,Entretenimento,iOS,2.8,377,0.0,0.0,0
442,App_442,Entretenimento,iOS,2.2,3406,0.0,0.0,0
443,App_443,Educação,iOS,3.5,3945,0.0,0.0,0
444,App_444,Entretenimento,iOS,3.7,3424,2.99,10237760.0,1
445,App_445,Educação,Android,3.2,384,0.0,0.0,0
446,App_446,Educação,Android,4.9,3403,0.0,0.0,0
447,App_447,Finanças,iOS,3.3,3776,2.99,11290240.0,1
448,App_448,Entretenimento,iOS,4.5,855,4.99,4266450.0,1
449,App_449,Finanças,Android,4.0,3359,0.99,3325410.0,1
450,App_450,Entretenimento,Android,3.1,112,2.99,334880.0,0
