id_funcionario,setor,idade,genero,tempo_empresa_anos,escolaridade,situacao
7479,Administrativo,47,,9.7,Ensino Médio,Desligado
7480,Vendas,28,Masculino,2.3,Ensino Médio,Ativo
7481,Operações,42,Feminino,4.2,Superior,Desligado
7482,RH,50,Masculino,1.4,Superior,Ativo
7483,Operações,47,Feminino,2.0,Pós-graduação,Desligado
7484,RH,50,Masculino,1.3,Ensino Médio,Ativo
7485,Operações,35,Feminino,5.2,Superior,Ativo
7486,Vendas,28,Feminino,5.4,Ensino Médio,Ativo
7487,TI,42,,3.7,Pós-graduação,Ativo
7488,TI,25,,4.3,Superior,Ativo
7489,TI,24,Masculino,1.7,Superior,Desligado
7490,RH,26,Feminino,4.1,Ensino Médio,Ativo
7491,TI,36,Masculino,4.1,Superior,Ativo
7492,RH,41,,5.8,Ensino Médio,Ativo
7493,Vendas,45,Feminino,5.3,Pós-graduação,Desligado
7494,Operações,32,Masculino,6.7,Superior,Ativo
7495,Vendas,37,Feminino,2.9,Superior,Ativo
7496,TI,26,Masculino,2.1,Superior,Ativo
7497,Administrativo,44,Masculino,1.5,Superior,Ativo
7498,Vendas,20,Feminino,4.6,Superior,Desligado
7499,RH,23,Masculino,3.9,Superior,Desligado
7500,Vendas,33,Masculino,4.3,Ensino Médio,Desligado
